text,target,TOKENIZATION,STOP_REMOVAL,tweet_normalized,tweet_tokens_stemmed,liststring
Aku orang blitr rada aneh Soalnya posisi rumah pinggir jalan besar dekat masjid dekat pom jam depan kantor Pengamanan gerbang gerbang polpp sama polisi Ga pernah kejadian gini Apaagi pelaku tau letak cctv sama kamar jd kemungkinan si orang dekat,negatif,"['aku', 'orang', 'blitr', 'rada', 'aneh', 'soalnya', 'posisi', 'rumah', 'pinggir', 'jalan', 'besar', 'dekat', 'masjid', 'dekat', 'pom', 'jam', 'depan', 'kantor', 'pengamanan', 'gerbang', 'gerbang', 'polpp', 'sama', 'polisi', 'ga', 'pernah', 'kejadian', 'gini', 'apaagi', 'pelaku', 'tau', 'letak', 'cctv', 'sama', 'kamar', 'jd', 'kemungkinan', 'si', 'orang', 'dekat']","['orang', 'blitr', 'rada', 'aneh', 'posisi', 'rumah', 'pinggir', 'jalan', 'masjid', 'pom', 'jam', 'kantor', 'pengamanan', 'gerbang', 'gerbang', 'polpp', 'ga', 'kejadian', 'gini', 'apaagi', 'pelaku', 'tau', 'letak', 'cctv', 'kamar', 'orang']","['orang', 'blitr', 'rada', 'aneh', 'posisi', 'rumah', 'pinggir', 'jalan', 'masjid', 'pom', 'jam', 'kantor', 'pengamanan', 'gerbang', 'gerbang', 'polpp', 'ga', 'kejadian', 'gini', 'apaagi', 'pelaku', 'tau', 'letak', 'cctv', 'kamar', 'orang']","['orang', 'blitr', 'rada', 'aneh', 'posisi', 'rumah', 'pinggir', 'jalan', 'masjid', 'pom', 'jam', 'kantor', 'aman', 'gerbang', 'gerbang', 'polpp', 'ga', 'jadi', 'gin', 'apaagi', 'laku', 'tau', 'letak', 'cctv', 'kamar', 'orang']",orang blitr rada aneh posisi rumah pinggir jalan masjid pom jam kantor aman gerbang gerbang polpp ga jadi gin apaagi laku tau letak cctv kamar orang
LU PADA TAU GA SIH SESULIT APA KL LAPOR KASUS PELECEHAN KE POLISI LGSG TNP DUKUNGAN NETIZEN LO KATA PLISI KITA SBAIK ITU TOLOL DIPELIHARA,negatif,"['lu', 'pada', 'tau', 'ga', 'sih', 'sesulit', 'apa', 'kl', 'lapor', 'kasus', 'pelecehan', 'ke', 'polisi', 'lgsg', 'tnp', 'dukungan', 'netizen', 'lo', 'kata', 'plisi', 'kita', 'sbaik', 'itu', 'tolol', 'dipelihara']","['tau', 'ga', 'sih', 'sesulit', 'kl', 'lapor', 'pelecehan', 'lgsg', 'tnp', 'dukungan', 'netizen', 'plisi', 'sbaik', 'tolol', 'dipelihara']","['tau', 'ga', 'sih', 'sesulit', 'kl', 'lapor', 'pelecehan', 'lgsg', 'tnp', 'dukungan', 'netizen', 'plisi', 'sbaik', 'tolol', 'dipelihara']","['tau', 'ga', 'sih', 'sulit', 'kl', 'lapor', 'leceh', 'lgsg', 'tnp', 'dukung', 'netizen', 'plisi', 'sbaik', 'tolol', 'pelihara']",tau ga sih sulit kl lapor leceh lgsg tnp dukung netizen plisi sbaik tolol pelihara
Benar biadab Polisi mengungkapkan Aasal Pemalang disiksa majikannya Jaksel selama berbulanbulan Korban pernah dipaksa makan kotoran anjing,negatif,"['benar', 'biadab', 'polisi', 'mengungkapkan', 'aasal', 'pemalang', 'disiksa', 'majikannya', 'jaksel', 'selama', 'berbulanbulan', 'korban', 'pernah', 'dipaksa', 'makan', 'kotoran', 'anjing']","['biadab', 'aasal', 'pemalang', 'disiksa', 'majikannya', 'jaksel', 'berbulanbulan', 'korban', 'dipaksa', 'makan', 'kotoran', 'anjing']","['biadab', 'aasal', 'pemalang', 'disiksa', 'majikannya', 'jaksel', 'berbulanbulan', 'korban', 'dipaksa', 'makan', 'kotoran', 'anjing']","['biadab', 'aasal', 'malang', 'siksa', 'majikan', 'jaksel', 'berbulanbulan', 'korban', 'paksa', 'makan', 'kotor', 'anjing']",biadab aasal malang siksa majikan jaksel berbulanbulan korban paksa makan kotor anjing
anaknya emg mementingkan loyalti elo jujurrr setia sama aku ya aku tuh bakala give back thousand more to you ibaratnya elo ngebunuh orang aja aku gak langsung lapor polisi aku bantu dulu cari jalan keluarnya,positif,"['anaknya', 'emg', 'mementingkan', 'loyalti', 'elo', 'jujurrr', 'setia', 'sama', 'aku', 'ya', 'aku', 'tuh', 'bakala', 'give', 'back', 'thousand', 'more', 'to', 'you', 'ibaratnya', 'elo', 'ngebunuh', 'orang', 'aja', 'aku', 'gak', 'langsung', 'lapor', 'polisi', 'aku', 'bantu', 'dulu', 'cari', 'jalan', 'keluarnya']","['anaknya', 'emg', 'mementingkan', 'loyalti', 'elo', 'jujurrr', 'setia', 'tuh', 'bakala', 'give', 'back', 'thousand', 'more', 'to', 'you', 'elo', 'ngebunuh', 'orang', 'gak', 'langsung', 'lapor', 'bantu', 'cari', 'jalan', 'keluarnya']","['anaknya', 'emg', 'mementingkan', 'loyalti', 'elo', 'jujurrr', 'setia', 'tuh', 'bakala', 'give', 'back', 'thousand', 'more', 'to', 'you', 'elo', 'ngebunuh', 'orang', 'gak', 'langsung', 'lapor', 'bantu', 'cari', 'jalan', 'keluarnya']","['anak', 'emg', 'penting', 'loyalti', 'elo', 'jujurrr', 'setia', 'tuh', 'bakala', 'give', 'back', 'thousand', 'more', 'to', 'you', 'elo', 'ngebunuh', 'orang', 'gak', 'langsung', 'lapor', 'bantu', 'cari', 'jalan', 'keluar']",anak emg penting loyalti elo jujurrr setia tuh bakala give back thousand more to you elo ngebunuh orang gak langsung lapor bantu cari jalan keluar
Minta tolong usut itu polisi bukan klub Logika elu kemana sih mainnya Katanya kusut tuntas malah elunya kusut,negatif,"['minta', 'tolong', 'usut', 'itu', 'polisi', 'bukan', 'klub', 'logika', 'elu', 'kemana', 'sih', 'mainnya', 'katanya', 'kusut', 'tuntas', 'malah', 'elunya', 'kusut']","['tolong', 'usut', 'klub', 'logika', 'elu', 'kemana', 'sih', 'mainnya', 'kusut', 'tuntas', 'elunya', 'kusut']","['tolong', 'usut', 'klub', 'logika', 'elu', 'kemana', 'sih', 'mainnya', 'kusut', 'tuntas', 'elunya', 'kusut']","['tolong', 'usut', 'klub', 'logika', 'elu', 'mana', 'sih', 'main', 'kusut', 'tuntas', 'elu', 'kusut']",tolong usut klub logika elu mana sih main kusut tuntas elu kusut
Polisi Humanis,positif,"['polisi', 'humanis']",['humanis'],['humanis'],['humanis'],humanis
kau ni bebal laa bang dah bertahun tahun operasi lrt mcm tu kau boleh ckp stupid polisi kau ni baru belajar naik tren kau simpan je laa misai ciput kau tu sama naik laa dgn liverpoool bodoh kau tu,negatif,"['kau', 'ni', 'bebal', 'laa', 'bang', 'dah', 'bertahun', 'tahun', 'operasi', 'lrt', 'mcm', 'tu', 'kau', 'boleh', 'ckp', 'stupid', 'polisi', 'kau', 'ni', 'baru', 'belajar', 'naik', 'tren', 'kau', 'simpan', 'je', 'laa', 'misai', 'ciput', 'kau', 'tu', 'sama', 'naik', 'laa', 'dgn', 'liverpoool', 'bodoh', 'kau', 'tu']","['ni', 'bebal', 'laa', 'bang', 'dah', 'bertahun', 'operasi', 'lrt', 'mcm', 'tu', 'ckp', 'stupid', 'ni', 'belajar', 'tren', 'simpan', 'je', 'laa', 'misai', 'ciput', 'tu', 'laa', 'dgn', 'liverpoool', 'bodoh', 'tu']","['ni', 'bebal', 'laa', 'bang', 'dah', 'bertahun', 'operasi', 'lrt', 'mcm', 'tu', 'ckp', 'stupid', 'ni', 'belajar', 'tren', 'simpan', 'je', 'laa', 'misai', 'ciput', 'tu', 'laa', 'dgn', 'liverpoool', 'bodoh', 'tu']","['ni', 'bebal', 'laa', 'bang', 'dah', 'tahun', 'operasi', 'lrt', 'mcm', 'tu', 'ckp', 'stupid', 'ni', 'ajar', 'tren', 'simpan', 'je', 'laa', 'misai', 'ciput', 'tu', 'laa', 'dgn', 'liverpoool', 'bodoh', 'tu']",ni bebal laa bang dah tahun operasi lrt mcm tu ckp stupid ni ajar tren simpan je laa misai ciput tu laa dgn liverpoool bodoh tu
Itu lempar baracuda uda ketangkep kalo mau sih Nangkep kebaya merah aja cepet masak gitu aja mbulet Lagian elu ngapain gak minta polisiPSSI ngusut sih kok malah klubnya suruh usut,negatif,"['itu', 'lempar', 'baracuda', 'uda', 'ketangkep', 'kalo', 'mau', 'sih', 'nangkep', 'kebaya', 'merah', 'aja', 'cepet', 'masak', 'gitu', 'aja', 'mbulet', 'lagian', 'elu', 'ngapain', 'gak', 'minta', 'polisipssi', 'ngusut', 'sih', 'kok', 'malah', 'klubnya', 'suruh', 'usut']","['lempar', 'baracuda', 'uda', 'ketangkep', 'sih', 'nangkep', 'kebaya', 'merah', 'cepet', 'masak', 'gitu', 'mbulet', 'elu', 'ngapain', 'gak', 'polisipssi', 'ngusut', 'sih', 'klubnya', 'suruh', 'usut']","['lempar', 'baracuda', 'uda', 'ketangkep', 'sih', 'nangkep', 'kebaya', 'merah', 'cepet', 'masak', 'gitu', 'mbulet', 'elu', 'ngapain', 'gak', 'polisipssi', 'ngusut', 'sih', 'klubnya', 'suruh', 'usut']","['lempar', 'baracuda', 'uda', 'ketangkep', 'sih', 'nangkep', 'kebaya', 'merah', 'cepet', 'masak', 'gitu', 'mbulet', 'elu', 'ngapain', 'gak', 'polisipssi', 'ngusut', 'sih', 'klub', 'suruh', 'usut']",lempar baracuda uda ketangkep sih nangkep kebaya merah cepet masak gitu mbulet elu ngapain gak polisipssi ngusut sih klub suruh usut
Aneh emang polisi,negatif,"['aneh', 'emang', 'polisi']","['aneh', 'emang']","['aneh', 'emang']","['aneh', 'emang']",aneh emang
"Yg bikin sakit hati tuh maling kan perempuan yaa kok tega liat aku lg kerepotan gendong bayi masih sempetnya nyuri
Gak lapor polisi aja Hah emang ditanggepin oh jelas tidak",negatif,"['yg', 'bikin', 'sakit', 'hati', 'tuh', 'maling', 'kan', 'perempuan', 'yaa', 'kok', 'tega', 'liat', 'aku', 'lg', 'kerepotan', 'gendong', 'bayi', 'masih', 'sempetnya', 'nyuri', 'gak', 'lapor', 'polisi', 'aja', 'hah', 'emang', 'ditanggepin', 'oh', 'jelas', 'tidak']","['bikin', 'sakit', 'hati', 'tuh', 'maling', 'perempuan', 'yaa', 'tega', 'liat', 'lg', 'kerepotan', 'gendong', 'bayi', 'sempetnya', 'nyuri', 'gak', 'lapor', 'hah', 'emang', 'ditanggepin', 'oh']","['bikin', 'sakit', 'hati', 'tuh', 'maling', 'perempuan', 'yaa', 'tega', 'liat', 'lg', 'kerepotan', 'gendong', 'bayi', 'sempetnya', 'nyuri', 'gak', 'lapor', 'hah', 'emang', 'ditanggepin', 'oh']","['bikin', 'sakit', 'hati', 'tuh', 'maling', 'perempuan', 'yaa', 'tega', 'liat', 'lg', 'kerepot', 'gendong', 'bayi', 'sempetnya', 'nyuri', 'gak', 'lapor', 'hah', 'emang', 'ditanggepin', 'oh']",bikin sakit hati tuh maling perempuan yaa tega liat lg kerepot gendong bayi sempetnya nyuri gak lapor hah emang ditanggepin oh
Di Take down Mencari keadilan kemana lagi,negatif,"['di', 'take', 'down', 'mencari', 'keadilan', 'kemana', 'lagi']","['take', 'down', 'mencari', 'keadilan', 'kemana']","['take', 'down', 'mencari', 'keadilan', 'kemana']","['take', 'down', 'cari', 'adil', 'mana']",take down cari adil mana
Retweet ya Yth kapolres Kombes Pol Budi Sartono Kasad AKB Ahsanul Miqoffikanit Akp Sagala sy tidk kapan thn bln SP Sidik baru terbitsecara hukum sudh bisa terbitkan DPO,positif,"['retweet', 'ya', 'yth', 'kapolres', 'kombes', 'pol', 'budi', 'sartono', 'kasad', 'akb', 'ahsanul', 'miqoffikanit', 'akp', 'sagala', 'sy', 'tidk', 'kapan', 'thn', 'bln', 'sp', 'sidik', 'baru', 'terbitsecara', 'hukum', 'sudh', 'bisa', 'terbitkan', 'dpo']","['retweet', 'yth', 'kapolres', 'kombes', 'pol', 'budi', 'sartono', 'kasad', 'akb', 'ahsanul', 'miqoffikanit', 'akp', 'sagala', 'sy', 'tidk', 'thn', 'bln', 'sp', 'sidik', 'terbitsecara', 'hukum', 'sudh', 'terbitkan', 'dpo']","['retweet', 'yth', 'kapolres', 'kombes', 'pol', 'budi', 'sartono', 'kasad', 'akb', 'ahsanul', 'miqoffikanit', 'akp', 'sagala', 'sy', 'tidk', 'thn', 'bln', 'sp', 'sidik', 'terbitsecara', 'hukum', 'sudh', 'terbitkan', 'dpo']","['retweet', 'yth', 'kapolres', 'kombes', 'pol', 'budi', 'sartono', 'kasad', 'akb', 'ahsanul', 'miqoffikanit', 'akp', 'sagala', 'sy', 'tidk', 'thn', 'bln', 'sp', 'sidik', 'terbitsecara', 'hukum', 'sudh', 'terbit', 'dpo']",retweet yth kapolres kombes pol budi sartono kasad akb ahsanul miqoffikanit akp sagala sy tidk thn bln sp sidik terbitsecara hukum sudh terbit dpo
makin lama makin ngaco kasus pemerkosaan aja dianggap kasus pelecehan seksual padahal jelas jelas keduanya itu jauh berbeda,negatif,"['makin', 'lama', 'makin', 'ngaco', 'kasus', 'pemerkosaan', 'aja', 'dianggap', 'kasus', 'pelecehan', 'seksual', 'padahal', 'jelas', 'jelas', 'keduanya', 'itu', 'jauh', 'berbeda']","['ngaco', 'pemerkosaan', 'dianggap', 'pelecehan', 'seksual', 'berbeda']","['ngaco', 'pemerkosaan', 'dianggap', 'pelecehan', 'seksual', 'berbeda']","['ngaco', 'perkosa', 'anggap', 'leceh', 'seksual', 'beda']",ngaco perkosa anggap leceh seksual beda
Sulitnya Mendapat Keadilan RSP Law Office lewat,negatif,"['sulitnya', 'mendapat', 'keadilan', 'rsp', 'law', 'office', 'lewat']","['sulitnya', 'keadilan', 'rsp', 'law', 'office']","['sulitnya', 'keadilan', 'rsp', 'law', 'office']","['sulit', 'adil', 'rsp', 'law', 'office']",sulit adil rsp law office
Polisi biasanya baik,positif,"['polisi', 'biasanya', 'baik']",['baik'],['baik'],['baik'],baik
Org Gila,negatif,"['org', 'gila']","['org', 'gila']","['org', 'gila']","['org', 'gila']",org gila
YG JADI MASALAH NYA DISINI KENAPA PIHAK PPA TIDAK SIGAP DENGAN KASUS PEMERKOSAAN TERSEBUT PADAHAL SI KORBAN SUDAH BERUSAHA MELAPORKAN KEJADIAN TERSEBUT DAN BISA MENCERITAKAN KRONOLOGI NYA SAMPAI SELESAI WALAUPUN TERKADANG DEPRESI NYA KAMBUH,negatif,"['yg', 'jadi', 'masalah', 'nya', 'disini', 'kenapa', 'pihak', 'ppa', 'tidak', 'sigap', 'dengan', 'kasus', 'pemerkosaan', 'tersebut', 'padahal', 'si', 'korban', 'sudah', 'berusaha', 'melaporkan', 'kejadian', 'tersebut', 'dan', 'bisa', 'menceritakan', 'kronologi', 'nya', 'sampai', 'selesai', 'walaupun', 'terkadang', 'depresi', 'nya', 'kambuh']","['ppa', 'sigap', 'pemerkosaan', 'korban', 'berusaha', 'melaporkan', 'kejadian', 'menceritakan', 'kronologi', 'selesai', 'terkadang', 'depresi', 'kambuh']","['ppa', 'sigap', 'pemerkosaan', 'korban', 'berusaha', 'melaporkan', 'kejadian', 'menceritakan', 'kronologi', 'selesai', 'terkadang', 'depresi', 'kambuh']","['ppa', 'sigap', 'perkosa', 'korban', 'usaha', 'lapor', 'jadi', 'cerita', 'kronologi', 'selesai', 'terkadang', 'depresi', 'kambuh']",ppa sigap perkosa korban usaha lapor jadi cerita kronologi selesai terkadang depresi kambuh
PADAHAL SI KORBAN BERANI MELAPOR DAN BISA MENCERITAKAN KRONOLOGI KEJADIAN DARI AWAL SAMPAI AKHIR AKHIRNYA PIHAK PPA MENGARAHKAN SI KORBAN UNTUK DI BAWA KE RUMAH AMAN Balai perlindungan Rehabilitas sosial wanitaUNTUK MENGOBATI DEPRESI SI KORBAN,positif,"['padahal', 'si', 'korban', 'berani', 'melapor', 'dan', 'bisa', 'menceritakan', 'kronologi', 'kejadian', 'dari', 'awal', 'sampai', 'akhir', 'akhirnya', 'pihak', 'ppa', 'mengarahkan', 'si', 'korban', 'untuk', 'di', 'bawa', 'ke', 'rumah', 'aman', 'balai', 'perlindungan', 'rehabilitas', 'sosial', 'wanitauntuk', 'mengobati', 'depresi', 'si', 'korban']","['korban', 'berani', 'melapor', 'menceritakan', 'kronologi', 'kejadian', 'ppa', 'mengarahkan', 'korban', 'bawa', 'rumah', 'aman', 'balai', 'perlindungan', 'rehabilitas', 'sosial', 'wanitauntuk', 'mengobati', 'depresi', 'korban']","['korban', 'berani', 'melapor', 'menceritakan', 'kronologi', 'kejadian', 'ppa', 'mengarahkan', 'korban', 'bawa', 'rumah', 'aman', 'balai', 'perlindungan', 'rehabilitas', 'sosial', 'wanitauntuk', 'mengobati', 'depresi', 'korban']","['korban', 'berani', 'lapor', 'cerita', 'kronologi', 'jadi', 'ppa', 'arah', 'korban', 'bawa', 'rumah', 'aman', 'balai', 'lindung', 'rehabilitas', 'sosial', 'wanitauntuk', 'obat', 'depresi', 'korban']",korban berani lapor cerita kronologi jadi ppa arah korban bawa rumah aman balai lindung rehabilitas sosial wanitauntuk obat depresi korban
PADAHAL PETUGAS PPA BELUM MENANYAKAN DAN MELIHAT BUKTI APAPUN YG DI BAWA KORBAN  Lantas mengatakan Saya bahwa pasal hukumannya ringan jadi percuma cape cape bikin laporan karna nanti prosesnya panjang Tapi klo misal mau tetap bikin laporan gapapa,negatif,"['padahal', 'petugas', 'ppa', 'belum', 'menanyakan', 'dan', 'melihat', 'bukti', 'apapun', 'yg', 'di', 'bawa', 'korban', 'lantas', 'mengatakan', 'saya', 'bahwa', 'pasal', 'hukumannya', 'ringan', 'jadi', 'percuma', 'cape', 'cape', 'bikin', 'laporan', 'karna', 'nanti', 'prosesnya', 'panjang', 'tapi', 'klo', 'misal', 'mau', 'tetap', 'bikin', 'laporan', 'gapapa']","['petugas', 'ppa', 'bukti', 'apapun', 'bawa', 'korban', 'lantas', 'pasal', 'hukumannya', 'ringan', 'cape', 'cape', 'bikin', 'laporan', 'karna', 'prosesnya', 'klo', 'bikin', 'laporan', 'gapapa']","['petugas', 'ppa', 'bukti', 'apapun', 'bawa', 'korban', 'lantas', 'pasal', 'hukumannya', 'ringan', 'cape', 'cape', 'bikin', 'laporan', 'karna', 'prosesnya', 'klo', 'bikin', 'laporan', 'gapapa']","['tugas', 'ppa', 'bukti', 'apa', 'bawa', 'korban', 'lantas', 'pasal', 'hukum', 'ringan', 'cape', 'cape', 'bikin', 'lapor', 'karna', 'proses', 'klo', 'bikin', 'lapor', 'gapapa']",tugas ppa bukti apa bawa korban lantas pasal hukum ringan cape cape bikin lapor karna proses klo bikin lapor gapapa
"cari ga dapat si korban tambah depresi karna kembali hotel kejadian
Akhirnya si korbn ketakutan setelah suruh hotel tersebut untk meminta print out hotel sampai si korban sempat hilng akhirnya bantu cri sama reskrim polresta",negatif,"['cari', 'ga', 'dapat', 'si', 'korban', 'tambah', 'depresi', 'karna', 'kembali', 'hotel', 'kejadian', 'akhirnya', 'si', 'korbn', 'ketakutan', 'setelah', 'suruh', 'hotel', 'tersebut', 'untk', 'meminta', 'print', 'out', 'hotel', 'sampai', 'si', 'korban', 'sempat', 'hilng', 'akhirnya', 'bantu', 'cri', 'sama', 'reskrim', 'polresta']","['cari', 'ga', 'korban', 'depresi', 'karna', 'hotel', 'kejadian', 'korbn', 'ketakutan', 'suruh', 'hotel', 'untk', 'print', 'out', 'hotel', 'korban', 'hilng', 'bantu', 'cri', 'reskrim', 'polresta']","['cari', 'ga', 'korban', 'depresi', 'karna', 'hotel', 'kejadian', 'korbn', 'ketakutan', 'suruh', 'hotel', 'untk', 'print', 'out', 'hotel', 'korban', 'hilng', 'bantu', 'cri', 'reskrim', 'polresta']","['cari', 'ga', 'korban', 'depresi', 'karna', 'hotel', 'jadi', 'korbn', 'takut', 'suruh', 'hotel', 'untk', 'print', 'out', 'hotel', 'korban', 'hilng', 'bantu', 'cri', 'reskrim', 'polresta']",cari ga korban depresi karna hotel jadi korbn takut suruh hotel untk print out hotel korban hilng bantu cri reskrim polresta
tapi katanya PPA tutup buka lagi senin lantas pihak reskrim mengarahkan PPA visum menyuruh korban mencari bukti² sendiri seperti print out hotel identitas saksi sekitar hotel Akhirnya semua bukti² suruh polisi,positif,"['tapi', 'katanya', 'ppa', 'tutup', 'buka', 'lagi', 'senin', 'lantas', 'pihak', 'reskrim', 'mengarahkan', 'ppa', 'visum', 'menyuruh', 'korban', 'mencari', 'bukti²', 'sendiri', 'seperti', 'print', 'out', 'hotel', 'identitas', 'saksi', 'sekitar', 'hotel', 'akhirnya', 'semua', 'bukti²', 'suruh', 'polisi']","['ppa', 'tutup', 'buka', 'senin', 'lantas', 'reskrim', 'mengarahkan', 'ppa', 'visum', 'menyuruh', 'korban', 'mencari', 'bukti²', 'print', 'out', 'hotel', 'identitas', 'saksi', 'hotel', 'bukti²', 'suruh']","['ppa', 'tutup', 'buka', 'senin', 'lantas', 'reskrim', 'mengarahkan', 'ppa', 'visum', 'menyuruh', 'korban', 'mencari', 'bukti²', 'print', 'out', 'hotel', 'identitas', 'saksi', 'hotel', 'bukti²', 'suruh']","['ppa', 'tutup', 'buka', 'senin', 'lantas', 'reskrim', 'arah', 'ppa', 'visum', 'suruh', 'korban', 'cari', 'bukti', 'print', 'out', 'hotel', 'identitas', 'saksi', 'hotel', 'bukti', 'suruh']",ppa tutup buka senin lantas reskrim arah ppa visum suruh korban cari bukti print out hotel identitas saksi hotel bukti suruh
korban mencobamenenangkan diri dari kejadian sambo,positif,"['korban', 'mencobamenenangkan', 'diri', 'dari', 'kejadian', 'sambo']","['korban', 'mencobamenenangkan', 'kejadian']","['korban', 'mencobamenenangkan', 'kejadian']","['korban', 'mencobamenenangkan', 'jadi']",korban mencobamenenangkan jadi
Twitter do you magic Percuma Lapor Polisi Kasus pemerkosaan akhirnya berakhir tagar Berawal sebuah kejadian seorang perempuan perkosa oleh seorang laki² tidak kenal nya cara memberikan obat tidurobat bius ketika Cafe,negatif,"['twitter', 'do', 'you', 'magic', 'percuma', 'lapor', 'polisi', 'kasus', 'pemerkosaan', 'akhirnya', 'berakhir', 'tagar', 'berawal', 'sebuah', 'kejadian', 'seorang', 'perempuan', 'perkosa', 'oleh', 'seorang', 'laki²', 'tidak', 'kenal', 'nya', 'cara', 'memberikan', 'obat', 'tidurobat', 'bius', 'ketika', 'cafe']","['twitter', 'do', 'you', 'magic', 'lapor', 'pemerkosaan', 'tagar', 'kejadian', 'perempuan', 'perkosa', 'laki²', 'kenal', 'obat', 'tidurobat', 'bius', 'cafe']","['twitter', 'do', 'you', 'magic', 'lapor', 'pemerkosaan', 'tagar', 'kejadian', 'perempuan', 'perkosa', 'laki²', 'kenal', 'obat', 'tidurobat', 'bius', 'cafe']","['twitter', 'do', 'you', 'magic', 'lapor', 'perkosa', 'tagar', 'jadi', 'perempuan', 'perkosa', 'laki', 'kenal', 'obat', 'tidurobat', 'bius', 'cafe']",twitter do you magic lapor perkosa tagar jadi perempuan perkosa laki kenal obat tidurobat bius cafe
"urusan receh mereka ijo matanya jd beking bisnis haram narkoba miras prostitusi judi tambang liar dll duitnya gede
Tugasin penyidik itu perlu anggaran",negatif,"['urusan', 'receh', 'mereka', 'ijo', 'matanya', 'jd', 'beking', 'bisnis', 'haram', 'narkoba', 'miras', 'prostitusi', 'judi', 'tambang', 'liar', 'dll', 'duitnya', 'gede', 'tugasin', 'penyidik', 'itu', 'perlu', 'anggaran']","['urusan', 'receh', 'ijo', 'matanya', 'beking', 'bisnis', 'haram', 'narkoba', 'miras', 'prostitusi', 'judi', 'tambang', 'liar', 'dll', 'duitnya', 'gede', 'tugasin', 'penyidik', 'anggaran']","['urusan', 'receh', 'ijo', 'matanya', 'beking', 'bisnis', 'haram', 'narkoba', 'miras', 'prostitusi', 'judi', 'tambang', 'liar', 'dll', 'duitnya', 'gede', 'tugasin', 'penyidik', 'anggaran']","['urus', 'receh', 'ijo', 'mata', 'beking', 'bisnis', 'haram', 'narkoba', 'miras', 'prostitusi', 'judi', 'tambang', 'liar', 'dll', 'duit', 'gede', 'tugasin', 'sidik', 'anggar']",urus receh ijo mata beking bisnis haram narkoba miras prostitusi judi tambang liar dll duit gede tugasin sidik anggar
"Jadi Pihal CUMA BISA mngajukan pemblokiran atas akun TANPA MAMPU mmproses secara hukum Pemilik akun tweeter tst karena Ibu Iriana tak melaporkan Akun mnghina dirinya
Jadi",negatif,"['jadi', 'pihal', 'cuma', 'bisa', 'mngajukan', 'pemblokiran', 'atas', 'akun', 'tanpa', 'mampu', 'mmproses', 'secara', 'hukum', 'pemilik', 'akun', 'tweeter', 'tst', 'karena', 'ibu', 'iriana', 'tak', 'melaporkan', 'akun', 'mnghina', 'dirinya', 'jadi']","['pihal', 'mngajukan', 'pemblokiran', 'akun', 'mmproses', 'hukum', 'pemilik', 'akun', 'tweeter', 'tst', 'iriana', 'melaporkan', 'akun', 'mnghina']","['pihal', 'mngajukan', 'pemblokiran', 'akun', 'mmproses', 'hukum', 'pemilik', 'akun', 'tweeter', 'tst', 'iriana', 'melaporkan', 'akun', 'mnghina']","['pihal', 'mngajukan', 'blokir', 'akun', 'mmproses', 'hukum', 'milik', 'akun', 'tweeter', 'tst', 'iriana', 'lapor', 'akun', 'mnghina']",pihal mngajukan blokir akun mmproses hukum milik akun tweeter tst iriana lapor akun mnghina
Hakim Gali Kedekatan Putri Candrawathi Ajudan,positif,"['hakim', 'gali', 'kedekatan', 'putri', 'candrawathi', 'ajudan']","['gali', 'kedekatan', 'ajudan']","['gali', 'kedekatan', 'ajudan']","['gali', 'dekat', 'ajudan']",gali dekat ajudan
Putri Candrawathi Beri Kesaksian Depan Richard Eliezer Ricky Rizal Kuat Maruf Atas Kasus Pembunuhan Yosua Hutabarat,negatif,"['putri', 'candrawathi', 'beri', 'kesaksian', 'depan', 'richard', 'eliezer', 'ricky', 'rizal', 'kuat', 'maruf', 'atas', 'kasus', 'pembunuhan', 'yosua', 'hutabarat']","['kesaksian', 'richard', 'ricky', 'rizal', 'kuat', 'pembunuhan', 'hutabarat']","['kesaksian', 'richard', 'ricky', 'rizal', 'kuat', 'pembunuhan', 'hutabarat']","['saksi', 'richard', 'ricky', 'rizal', 'kuat', 'bunuh', 'hutabarat']",saksi richard ricky rizal kuat bunuh hutabarat
Sidang Putri Candrawathi Diputuskan Terbuka Kecuali Bahas Asusila,positif,"['sidang', 'putri', 'candrawathi', 'diputuskan', 'terbuka', 'kecuali', 'bahas', 'asusila']","['sidang', 'diputuskan', 'terbuka', 'kecuali', 'bahas', 'asusila']","['sidang', 'diputuskan', 'terbuka', 'kecuali', 'bahas', 'asusila']","['sidang', 'putus', 'buka', 'kecuali', 'bahas', 'asusila']",sidang putus buka kecuali bahas asusila
Saatnya Putri Candrawathi menjadi saksi kasus pembunuhan Yosua,positif,"['saatnya', 'putri', 'candrawathi', 'menjadi', 'saksi', 'kasus', 'pembunuhan', 'yosua']","['saksi', 'pembunuhan']","['saksi', 'pembunuhan']","['saksi', 'bunuh']",saksi bunuh
Penjelasan Putri soal pembuatan rekening Yosua,positif,"['penjelasan', 'putri', 'soal', 'pembuatan', 'rekening', 'yosua']","['penjelasan', 'pembuatan', 'rekening']","['penjelasan', 'pembuatan', 'rekening']","['jelas', 'buat', 'rekening']",jelas buat rekening
Putri Candrawathi Bersaksi Bharada E Sidang Tetap Terbuka,positif,"['putri', 'candrawathi', 'bersaksi', 'bharada', 'e', 'sidang', 'tetap', 'terbuka']","['bersaksi', 'sidang', 'terbuka']","['bersaksi', 'sidang', 'terbuka']","['saksi', 'sidang', 'buka']",saksi sidang buka
